name,summary,url,image_urls,text_length,word_count,sentences_count,complexity_score,readability_score,topic_keywords,age_group_hint,combined_text,predicted_age_group_hint
Star Wars: X-Wing (video game),"Star Wars: X-Wing is a space simulation video game, the first of the X-Wing combat flight simulation games series. The player's character flies starfighters, including the X-wing, for the Rebel Alliance. The narrative precedes and parallels the events of Star Wars Episode IV: A New Hope.
Designed by Lawrence Holland and Edward Kilham's Totally Games for LucasArts, X-Wing is one of the first games to use 3D polygon graphics for spaceships and the first non-adventure game to use the iMUSE music system. The game was updated and re-released several times, and was followed by three sequels. X-Wing became a best-seller with critical acclaim.",https://en.wikipedia.org/wiki/Star_Wars:_X-Wing_(video_game),https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/X-Wing_-_Space_Combat_Simulator_%28box_cover%29.jpg/220px-X-Wing_-_Space_Combat_Simulator_%28box_cover%29.jpg,643,103,6,168.08,115.49,"game, games, simulation, star, wing",unspecified,"Star Wars: X-Wing (video game) Star Wars: X-Wing is a space simulation video game, the first of the X-Wing combat flight simulation games series. The player's character flies starfighters, including the X-wing, for the Rebel Alliance. The narrative precedes and parallels the events of Star Wars Episode IV: A New Hope.
Designed by Lawrence Holland and Edward Kilham's Totally Games for LucasArts, X-Wing is one of the first games to use 3D polygon graphics for spaceships and the first non-adventure game to use the iMUSE music system. The game was updated and re-released several times, and was followed by three sequels. X-Wing became a best-seller with critical acclaim. game, games, simulation, star, wing",children
Star Wars (1983 video game),"Star Wars is a first-person rail shooter designed by Mike Hally and released as an arcade video game in 1983 by Atari, Inc. It uses 3D color vector graphics to simulate the assault on the Death Star from the 1977 film Star Wars. There are three connected gameplay sequences: combat against TIE fighters in space, flying across the surface of the Death Star, and the final trench run. The sequence then repeats with added complications and the Death Star regenerating. The player's X-Wing fighter has a shield which only protects against damage a certain number of times, then the next hit ends the game. Speech synthesis emulates actors from the film.
Developed during the golden age of arcade games, Star Wars has been included on lists of the greatest video games of all time. Home ports were published by Parker Brothers, Domark, and Broderbund. It was followed by a lesser-known arcade sequel, sold as a conversion kit for the original, in 1985: Star Wars: The Empire Strikes Back.",https://en.wikipedia.org/wiki/Star_Wars_(1983_video_game),https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Starwars_arcade.png/220px-Starwars_arcade.png,985,168,9,180.15,116.88,"arcade, death, game, star, wars",unspecified,"Star Wars (1983 video game) Star Wars is a first-person rail shooter designed by Mike Hally and released as an arcade video game in 1983 by Atari, Inc. It uses 3D color vector graphics to simulate the assault on the Death Star from the 1977 film Star Wars. There are three connected gameplay sequences: combat against TIE fighters in space, flying across the surface of the Death Star, and the final trench run. The sequence then repeats with added complications and the Death Star regenerating. The player's X-Wing fighter has a shield which only protects against damage a certain number of times, then the next hit ends the game. Speech synthesis emulates actors from the film.
Developed during the golden age of arcade games, Star Wars has been included on lists of the greatest video games of all time. Home ports were published by Parker Brothers, Domark, and Broderbund. It was followed by a lesser-known arcade sequel, sold as a conversion kit for the original, in 1985: Star Wars: The Empire Strikes Back. arcade, death, game, star, wars",children
Star Wars (1991 video game),"Star Wars is an action game based on the film Star Wars. It was released by Victor Musical Industries for the Family Computer in Japan on November 15, 1991 and by JVC Musical Industries for the Nintendo Entertainment System in North America in November 1991 and in Europe on March 26, 1992. An official mail order ""Hint Book"" was available for the game upon its release.
Two versions for handheld game consoles were released. The Game Boy port was developed by NMS Software and published by Capcom and released shortly less than a year later in 1992. The Game Gear port was developed by Tiertex Design Studios and published by U.S. Gold and released in 1993. A Master System version was also released.
The game was followed by a sequel with Star Wars: The Empire Strikes Back in 1992. An NES game adaptation of Return of the Jedi never came into fruition. A counterpart of the game for the Super NES titled Super Star Wars was developed and released. 
On June 28, 2019, the NES and Game Boy versions were re-released as part of both standard and ""Collector's Edition"" sets in limited quantities on unlicensed replica game cartridges by Limited Run Games.",https://en.wikipedia.org/wiki/Star_Wars_(1991_video_game),https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/JVC_Star_Wars.jpg/220px-JVC_Star_Wars.jpg,1154,202,13,226.22,121.12,"developed, game, released, star, wars",unspecified,"Star Wars (1991 video game) Star Wars is an action game based on the film Star Wars. It was released by Victor Musical Industries for the Family Computer in Japan on November 15, 1991 and by JVC Musical Industries for the Nintendo Entertainment System in North America in November 1991 and in Europe on March 26, 1992. An official mail order ""Hint Book"" was available for the game upon its release.
Two versions for handheld game consoles were released. The Game Boy port was developed by NMS Software and published by Capcom and released shortly less than a year later in 1992. The Game Gear port was developed by Tiertex Design Studios and published by U.S. Gold and released in 1993. A Master System version was also released.
The game was followed by a sequel with Star Wars: The Empire Strikes Back in 1992. An NES game adaptation of Return of the Jedi never came into fruition. A counterpart of the game for the Super NES titled Super Star Wars was developed and released. 
On June 28, 2019, the NES and Game Boy versions were re-released as part of both standard and ""Collector's Edition"" sets in limited quantities on unlicensed replica game cartridges by Limited Run Games. developed, game, released, star, wars",children
Super Cobra,"Super Cobra is a horizontally scrolling shooter developed by Konami, originally released as an arcade video game in 1981. It was published by Konami in Japan in March 1981 and manufactured and distributed by Stern in North America on June 22. It is the spiritual sequel to the Scramble arcade game released earlier in 1981. Super Cobra contains eleven distinct sections, versus six in Scramble, and is significantly more difficult, requiring maneuvering through tight spaces early in the game.
The game was a commercial success, selling 12,337 arcade cabinets in the United States within four months, becoming Stern's third best-selling arcade game. Super Cobra was widely ported by Parker Brothers, and there are Adventure Vision and standalone versions from Entex.",https://en.wikipedia.org/wiki/Super_Cobra,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Super_Cobra.jpg/220px-Super_Cobra.jpg,766,120,6,194.1,118.15,"1981, arcade, cobra, game, super",unspecified,"Super Cobra Super Cobra is a horizontally scrolling shooter developed by Konami, originally released as an arcade video game in 1981. It was published by Konami in Japan in March 1981 and manufactured and distributed by Stern in North America on June 22. It is the spiritual sequel to the Scramble arcade game released earlier in 1981. Super Cobra contains eleven distinct sections, versus six in Scramble, and is significantly more difficult, requiring maneuvering through tight spaces early in the game.
The game was a commercial success, selling 12,337 arcade cabinets in the United States within four months, becoming Stern's third best-selling arcade game. Super Cobra was widely ported by Parker Brothers, and there are Adventure Vision and standalone versions from Entex. 1981, arcade, cobra, game, super",children
Super Pac-Man,"Super Pac-Man is a 1982 maze chase arcade game developed and published by Namco. It was distributed in North America by Midway, and is Namco's take on a sequel to the original Pac-Man; Midway had previously released Ms. Pac-Man, which Namco had little involvement with. Toru Iwatani returns as designer.",https://en.wikipedia.org/wiki/Super_Pac-Man,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Super_Pac-Man_flyer.png/220px-Super_Pac-Man_flyer.png,303,50,4,81.28,128.16,"1982, man, midway, namco, pac",unspecified,"Super Pac-Man Super Pac-Man is a 1982 maze chase arcade game developed and published by Namco. It was distributed in North America by Midway, and is Namco's take on a sequel to the original Pac-Man; Midway had previously released Ms. Pac-Man, which Namco had little involvement with. Toru Iwatani returns as designer. 1982, man, midway, namco, pac",children
List of Space Invaders video games,"Space Invaders is a Japanese shooting video game released in 1978 by Taito. It was developed by Tomohiro Nishikado, who was inspired by other media: Breakout, The War of the Worlds, and Star Wars. It is one of the forerunners of modern video gaming and helped expand the video game industry from a novelty to a global industry. It was first released as an arcade game and later remade on different platforms; re-releases include ported and updated versions. Ported versions generally feature different graphics and additional gameplay options, including  moving defense bunkers, zigzag shots, invisible aliens, and two-player modes. Space Invaders is one of the highest-grossing video game franchises of all time.
Taito released numerous sequels and spin-offs, many of which have also been remade on multiple platforms, including home consoles and handheld devices. Follow up titles are typically released in celebration of the original's anniversary. The first sequels were primarily released in arcades, while later titles were released on portable devices. Sequels often added power-ups and incorporated new gameplay mechanics—like three-dimensional playing fields, bosses, and rhythm-action—to the original's design. Most titles were released internationally, though some are exclusive to select regions. The games have received different receptions: the Atari 2600 port of the original became the video game industry's first ""killer app"", while some sequels were regarded as insignificant updates. Space Invaders and several of its arcade sequels are often included in video game compilations released by Taito.
It inspired numerous other games. Many companies created clones that copied its gameplay, with more than a hundred Space Invaders clones released for various platforms by the early 1980s (such as Super Invader and TI Invaders). Others built upon the original's gameplay (such as the Galaxian franchise).",https://en.wikipedia.org/wiki/List_of_Space_Invaders_video_games,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Space_invaders_logo.svg/250px-Space_invaders_logo.svg.png,1920,286,14,617.03,113.63,"game, invaders, released, sequels, video",unspecified,"List of Space Invaders video games Space Invaders is a Japanese shooting video game released in 1978 by Taito. It was developed by Tomohiro Nishikado, who was inspired by other media: Breakout, The War of the Worlds, and Star Wars. It is one of the forerunners of modern video gaming and helped expand the video game industry from a novelty to a global industry. It was first released as an arcade game and later remade on different platforms; re-releases include ported and updated versions. Ported versions generally feature different graphics and additional gameplay options, including  moving defense bunkers, zigzag shots, invisible aliens, and two-player modes. Space Invaders is one of the highest-grossing video game franchises of all time.
Taito released numerous sequels and spin-offs, many of which have also been remade on multiple platforms, including home consoles and handheld devices. Follow up titles are typically released in celebration of the original's anniversary. The first sequels were primarily released in arcades, while later titles were released on portable devices. Sequels often added power-ups and incorporated new gameplay mechanics—like three-dimensional playing fields, bosses, and rhythm-action—to the original's design. Most titles were released internationally, though some are exclusive to select regions. The games have received different receptions: the Atari 2600 port of the original became the video game industry's first ""killer app"", while some sequels were regarded as insignificant updates. Space Invaders and several of its arcade sequels are often included in video game compilations released by Taito.
It inspired numerous other games. Many companies created clones that copied its gameplay, with more than a hundred Space Invaders clones released for various platforms by the early 1980s (such as Super Invader and TI Invaders). Others built upon the original's gameplay (such as the Galaxian franchise). game, invaders, released, sequels, video",children
Super Star Wars,"Super Star Wars is a 1992 action video game developed by LucasArts and Sculptured Software for the Super Nintendo Entertainment System. It is based on the 1977 film Star Wars. It was released by JVC Musical Industries in Japan and North America in 1992 and Europe in 1993. The game was followed by two sequels based on the subsequent Star Wars films, Super Star Wars: The Empire Strikes Back (1993) and Super Star Wars: Return of the Jedi (1994). The game was re-released in November 1996 as part of Nintendo's Player's Choice series. It was released on the Wii’s Virtual Console by LucasArts in 2009. 
In 2015, Disney Interactive Studios re-released the game for the PlayStation 4 and PlayStation Vita, with Code Mystics developing the ports. The port features enhanced options for saving, including cross-save, leaderboards and trophies, and modern displays and controllers. The game was also made a part of a bundle with the purchase of Star Wars Battlefront for the PlayStation 4, which included Star Wars: Racer Revenge, Star Wars: Jedi Starfighter and Star Wars Bounty Hunter.
Super Star Wars features side-scrolling run and gun gameplay, although it has stages which feature other challenges, such as driving a landspeeder or piloting an X-wing. It also features multiple playable characters with different abilities.",https://en.wikipedia.org/wiki/Super_Star_Wars,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Super_Star_Wars_box_art.jpg/220px-Super_Star_Wars_box_art.jpg,1324,214,10,337.15,113.96,"game, released, star, super, wars",unspecified,"Super Star Wars Super Star Wars is a 1992 action video game developed by LucasArts and Sculptured Software for the Super Nintendo Entertainment System. It is based on the 1977 film Star Wars. It was released by JVC Musical Industries in Japan and North America in 1992 and Europe in 1993. The game was followed by two sequels based on the subsequent Star Wars films, Super Star Wars: The Empire Strikes Back (1993) and Super Star Wars: Return of the Jedi (1994). The game was re-released in November 1996 as part of Nintendo's Player's Choice series. It was released on the Wii’s Virtual Console by LucasArts in 2009. 
In 2015, Disney Interactive Studios re-released the game for the PlayStation 4 and PlayStation Vita, with Code Mystics developing the ports. The port features enhanced options for saving, including cross-save, leaderboards and trophies, and modern displays and controllers. The game was also made a part of a bundle with the purchase of Star Wars Battlefront for the PlayStation 4, which included Star Wars: Racer Revenge, Star Wars: Jedi Starfighter and Star Wars Bounty Hunter.
Super Star Wars features side-scrolling run and gun gameplay, although it has stages which feature other challenges, such as driving a landspeeder or piloting an X-wing. It also features multiple playable characters with different abilities. game, released, star, super, wars",children
Superman (1979 video game),"Superman is a video game programmed by John Dunn for the Atari Video Computer System
and released in 1979 by Atari, Inc. The player controls Superman, whose quest is to explore an open-ended environment to find three pieces of a bridge that was destroyed by Lex Luthor, capture Luthor and his criminal gang, and return to the Daily Planet building. The game world is populated by antagonists such as a helicopter that re-arranges the bridge pieces and roving kryptonite satellites that cause Superman to revert into Clark Kent.
Atari was owned by Warner Communications, which was also the parent company of Superman publisher DC Comics. Following the financial success of the film Superman (1978), Atari asked programmer Warren Robinett to adapt his prototype of Adventure (1980) into a Superman game. Robinett was not interested, but he gave some of his code to Dunn, who agreed to do the game if he could have four kilobytes of space for the cartridge, as opposed to the usual two kilobytes.
Superman received positive reviews on its release from the publications Video and The Space Gamer who proclaimed it as one of the best games from Atari while noting its high quality graphics and unique gameplay. Some retrospective reviews lamented that the game only used the character of Superman for his more action-oriented abilities, while others continued to praise the game's unique gameplay and high-quality Atari 2600 graphics.",https://en.wikipedia.org/wiki/Superman_(1979_video_game),https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Superman-atari-2600-cover.jpg/220px-Superman-atari-2600-cover.jpg,1429,234,8,322.0,107.37,"atari, game, high, superman, video",unspecified,"Superman (1979 video game) Superman is a video game programmed by John Dunn for the Atari Video Computer System
and released in 1979 by Atari, Inc. The player controls Superman, whose quest is to explore an open-ended environment to find three pieces of a bridge that was destroyed by Lex Luthor, capture Luthor and his criminal gang, and return to the Daily Planet building. The game world is populated by antagonists such as a helicopter that re-arranges the bridge pieces and roving kryptonite satellites that cause Superman to revert into Clark Kent.
Atari was owned by Warner Communications, which was also the parent company of Superman publisher DC Comics. Following the financial success of the film Superman (1978), Atari asked programmer Warren Robinett to adapt his prototype of Adventure (1980) into a Superman game. Robinett was not interested, but he gave some of his code to Dunn, who agreed to do the game if he could have four kilobytes of space for the cartridge, as opposed to the usual two kilobytes.
Superman received positive reviews on its release from the publications Video and The Space Gamer who proclaimed it as one of the best games from Atari while noting its high quality graphics and unique gameplay. Some retrospective reviews lamented that the game only used the character of Superman for his more action-oriented abilities, while others continued to praise the game's unique gameplay and high-quality Atari 2600 graphics. atari, game, high, superman, video",adult
Syndicate (1993 video game),"Syndicate is an isometric real-time tactical and strategic game from Bullfrog Productions created in 1993, and released for a variety of platforms beginning with the PC and Commodore Amiga. It is the first title in the Syndicate series. Set in a dystopian future in which corporations have replaced governments, Syndicate puts the player in control of a corporation vying for global dominance.
The game consists of a series of missions in which the player controls a team of cybernetically modified agents attempting to take control of a particular country. The agents must frequently overcome local police forces and heavily armed agents from rival syndicates to achieve mission objectives, which range from assassinations to capture or rescue of personnel. Agent armaments, cybernetic modifications and behavioral attributes can be controlled by the player to make them more suited for particular tasks.
The player corporation makes money through taxes gathered from occupied territories, which can be used to research and purchase more potent weaponry and cybernetic modifications. The player controls the level of taxation, with excessive taxation bringing the risk of revolt, requiring a further mission to re-capture the territory.
The game was critically acclaimed upon release, with particular praise for the realistic presentation, writing and violence of the gameplay. It cemented Bullfrog's reputation following its early successes with the Populous series and Powermonger, and has appeared on several lists of the greatest video games of all time.
An expansion pack, Syndicate: American Revolt, a sequel, Syndicate Wars, and a reboot Syndicate have also been released. The original game and expansion pack were re-released together in 1996 as Syndicate Plus.",https://en.wikipedia.org/wiki/Syndicate_(1993_video_game),https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Syndicate_Coverart.png/220px-Syndicate_Coverart.png,1770,267,12,574.56,114.54,"agents, game, player, released, syndicate",unspecified,"Syndicate (1993 video game) Syndicate is an isometric real-time tactical and strategic game from Bullfrog Productions created in 1993, and released for a variety of platforms beginning with the PC and Commodore Amiga. It is the first title in the Syndicate series. Set in a dystopian future in which corporations have replaced governments, Syndicate puts the player in control of a corporation vying for global dominance.
The game consists of a series of missions in which the player controls a team of cybernetically modified agents attempting to take control of a particular country. The agents must frequently overcome local police forces and heavily armed agents from rival syndicates to achieve mission objectives, which range from assassinations to capture or rescue of personnel. Agent armaments, cybernetic modifications and behavioral attributes can be controlled by the player to make them more suited for particular tasks.
The player corporation makes money through taxes gathered from occupied territories, which can be used to research and purchase more potent weaponry and cybernetic modifications. The player controls the level of taxation, with excessive taxation bringing the risk of revolt, requiring a further mission to re-capture the territory.
The game was critically acclaimed upon release, with particular praise for the realistic presentation, writing and violence of the gameplay. It cemented Bullfrog's reputation following its early successes with the Populous series and Powermonger, and has appeared on several lists of the greatest video games of all time.
An expansion pack, Syndicate: American Revolt, a sequel, Syndicate Wars, and a reboot Syndicate have also been released. The original game and expansion pack were re-released together in 1996 as Syndicate Plus. agents, game, player, released, syndicate",children
TI-99/4A,"The TI-99/4 and TI-99/4A are home computers released by Texas Instruments in 1979 and 1981, respectively. 
Based on Texas Instruments's own TMS9900 microprocessor originally used in minicomputers, the TI-99/4 was the first 16-bit home computer. The associated TMS9918 video display controller provides color graphics and sprite support which were only comparable with those of the Atari 400 and 800 released a month later. The TI-99 series also initially competed with the Apple II and TRS-80.
The calculator-style keyboard of the TI-99/4 was cited as a weak point, and TI's reliance on ROM cartridges and their practice of limiting developer information to select third parties resulted in a lack of software for the system. The TI-99/4A was released in June 1981 to address some of these issues with a simplified internal design, full-travel keyboard, improved graphics, and a unique expansion system. At half the price of the original model, sales picked up significantly and TI supported the 4A with peripherals, including a speech synthesizer and a ""Peripheral Expansion System"" box to contain hardware add-ons. TI released developer information and tools, but the insistence on remaining sole publisher continued to starve the platform of software. Architectural quirks of both models reduced the performance benefits of the 16-bit CPU.
The 1981 US launch of the TI-99/4A followed Commodore's VIC-20 by several months. Commodore CEO Jack Tramiel began a price war by repeatedly lowering the price of the VIC-20 and forcing TI to do the same. In late 1982, TI was shipping 5,000 computers a day from their factory in Lubbock, Texas. By 1983, the 99/4A was selling at a loss for under US$100. Even with the increased user base created by the heavy discounts, Texas Instruments lost US$330 million in the third quarter of 1983 and announced the discontinuation of the TI-99/4A in October 1983. Production ended in March 1984.
The TI-99/4 was intended to fit in the middle of a planned range of TI-99 computers, none of which were released, but prototypes and documentation have been found after the TI-99/4A was discontinued.",https://en.wikipedia.org/wiki/TI-99/4A,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Texas_Instruments_TI-99-4_%28white_bg%29.jpg/220px-Texas_Instruments_TI-99-4_%28white_bg%29.jpg,2128,340,16,583.73,116.34,"4a, 99, released, texas, ti",unspecified,"TI-99/4A The TI-99/4 and TI-99/4A are home computers released by Texas Instruments in 1979 and 1981, respectively. 
Based on Texas Instruments's own TMS9900 microprocessor originally used in minicomputers, the TI-99/4 was the first 16-bit home computer. The associated TMS9918 video display controller provides color graphics and sprite support which were only comparable with those of the Atari 400 and 800 released a month later. The TI-99 series also initially competed with the Apple II and TRS-80.
The calculator-style keyboard of the TI-99/4 was cited as a weak point, and TI's reliance on ROM cartridges and their practice of limiting developer information to select third parties resulted in a lack of software for the system. The TI-99/4A was released in June 1981 to address some of these issues with a simplified internal design, full-travel keyboard, improved graphics, and a unique expansion system. At half the price of the original model, sales picked up significantly and TI supported the 4A with peripherals, including a speech synthesizer and a ""Peripheral Expansion System"" box to contain hardware add-ons. TI released developer information and tools, but the insistence on remaining sole publisher continued to starve the platform of software. Architectural quirks of both models reduced the performance benefits of the 16-bit CPU.
The 1981 US launch of the TI-99/4A followed Commodore's VIC-20 by several months. Commodore CEO Jack Tramiel began a price war by repeatedly lowering the price of the VIC-20 and forcing TI to do the same. In late 1982, TI was shipping 5,000 computers a day from their factory in Lubbock, Texas. By 1983, the 99/4A was selling at a loss for under US$100. Even with the increased user base created by the heavy discounts, Texas Instruments lost US$330 million in the third quarter of 1983 and announced the discontinuation of the TI-99/4A in October 1983. Production ended in March 1984.
The TI-99/4 was intended to fit in the middle of a planned range of TI-99 computers, none of which were released, but prototypes and documentation have been found after the TI-99/4A was discontinued. 4a, 99, released, texas, ti",children
TRS-80,"The TRS-80 Micro Computer System (TRS-80, later renamed the Model I to distinguish it from successors) is a desktop microcomputer developed by American company Tandy Corporation and was sold through their Radio Shack stores. Launched in 1977, it is one of the earliest mass-produced and mass-marketed retail home computers. The name is an abbreviation of Tandy Radio Shack, Z80 [microprocessor], referring to its Zilog Z80 8-bit microprocessor. 
The TRS-80 has a full-stroke QWERTY keyboard, 4 KB dynamic random-access memory (DRAM) standard memory, small size and desk area, floating-point Level I BASIC language interpreter in read-only memory (ROM), 64-character-per-line video monitor, and had a starting price of US$600 (equivalent to US$3,000 in 2023). A cassette tape drive for program storage was included in the original package. While the software environment was stable, the cassette load/save process combined with keyboard bounce issues and a troublesome Expansion Interface contributed to the Model I's reputation as not well-suited for serious use. Initially (until 1981), it lacked support for lowercase characters which may have hampered business adoption. An extensive line of upgrades and add-on hardware peripherals for the TRS-80 was developed and marketed by Tandy/Radio Shack. The basic system can be expanded with up to 48 KB of RAM (in 16 KB increments), and up to four floppy disk drives and/or hard disk drives. Tandy/Radio Shack provided full-service support including upgrade, repair, and training services in their thousands of stores worldwide.
By 1979, the TRS-80 had the largest selection of software in the microcomputer market. Until 1982, the TRS-80 was the bestselling PC line, outselling the Apple II by a factor of five according to one analysis. The broadly compatible TRS-80 Model III was released in the middle of 1980. The Model I was discontinued shortly thereafter, primarily due to stricter Federal Communications Commission (FCC) regulations on radio-frequency interference to nearby electronic devices. In April 1983, the Model III was succeeded by the compatible TRS-80 Model 4. Following the original Model I and its compatible descendants, the TRS-80 name became a generic brand used on other unrelated computer lines sold by Tandy, including the TRS-80 Model II, TRS-80 Model 2000, TRS-80 Model 100, TRS-80 Color Computer, and TRS-80 Pocket Computer.",https://en.wikipedia.org/wiki/TRS-80,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/TRS-80_logo.svg/220px-TRS-80_logo.svg.png,2402,365,15,686.44,112.83,"80, model, radio, tandy, trs",unspecified,"TRS-80 The TRS-80 Micro Computer System (TRS-80, later renamed the Model I to distinguish it from successors) is a desktop microcomputer developed by American company Tandy Corporation and was sold through their Radio Shack stores. Launched in 1977, it is one of the earliest mass-produced and mass-marketed retail home computers. The name is an abbreviation of Tandy Radio Shack, Z80 [microprocessor], referring to its Zilog Z80 8-bit microprocessor. 
The TRS-80 has a full-stroke QWERTY keyboard, 4 KB dynamic random-access memory (DRAM) standard memory, small size and desk area, floating-point Level I BASIC language interpreter in read-only memory (ROM), 64-character-per-line video monitor, and had a starting price of US$600 (equivalent to US$3,000 in 2023). A cassette tape drive for program storage was included in the original package. While the software environment was stable, the cassette load/save process combined with keyboard bounce issues and a troublesome Expansion Interface contributed to the Model I's reputation as not well-suited for serious use. Initially (until 1981), it lacked support for lowercase characters which may have hampered business adoption. An extensive line of upgrades and add-on hardware peripherals for the TRS-80 was developed and marketed by Tandy/Radio Shack. The basic system can be expanded with up to 48 KB of RAM (in 16 KB increments), and up to four floppy disk drives and/or hard disk drives. Tandy/Radio Shack provided full-service support including upgrade, repair, and training services in their thousands of stores worldwide.
By 1979, the TRS-80 had the largest selection of software in the microcomputer market. Until 1982, the TRS-80 was the bestselling PC line, outselling the Apple II by a factor of five according to one analysis. The broadly compatible TRS-80 Model III was released in the middle of 1980. The Model I was discontinued shortly thereafter, primarily due to stricter Federal Communications Commission (FCC) regulations on radio-frequency interference to nearby electronic devices. In April 1983, the Model III was succeeded by the compatible TRS-80 Model 4. Following the original Model I and its compatible descendants, the TRS-80 name became a generic brand used on other unrelated computer lines sold by Tandy, including the TRS-80 Model II, TRS-80 Model 2000, TRS-80 Model 100, TRS-80 Color Computer, and TRS-80 Pocket Computer. 80, model, radio, tandy, trs",children
Tag Team Wrestling,"Tag Team Wrestling, known as The Big Pro Wrestling! in Japan, is a wrestling arcade video game developed by Technōs Japan and released in 1983. The arcade version was published by Data East both in Japan and North America, but only the North American version mentions the name Data East in-game. It was ported to the Apple II, Commodore 64, IBM PC, and  the Famicom/NES.",https://en.wikipedia.org/wiki/Tag_Team_Wrestling,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Tag-TeamWrestling_arcadeflyer.png/220px-Tag-TeamWrestling_arcadeflyer.png,370,65,4,70.38,118.76,"arcade, data, japan, version, wrestling",unspecified,"Tag Team Wrestling Tag Team Wrestling, known as The Big Pro Wrestling! in Japan, is a wrestling arcade video game developed by Technōs Japan and released in 1983. The arcade version was published by Data East both in Japan and North America, but only the North American version mentions the name Data East in-game. It was ported to the Apple II, Commodore 64, IBM PC, and  the Famicom/NES. arcade, data, japan, version, wrestling",children
Tempest (video game),"Tempest is a 1981 arcade video game by Atari, Inc., designed and programmed by Dave Theurer. It takes place on a three-dimensional surface divided into lanes, sometimes as a closed tube, and viewed from one end. The player controls a claw-shaped ""blaster"" that sits on the edge of the surface, snapping from segment to segment as a rotary knob is turned, and can fire blaster shots to destroy enemies and obstacles by pressing a button.
Tempest was one of the first games to use Atari's Color-QuadraScan vector display technology. It was also the first to let players choose their starting level (a system Atari called ""SkillStep""). This feature increases the preferred starting level, which could also be used to let the player continue the previous game if they wished. Tempest was one of the first video games that had a progressive level design where the levels themselves varied rather than giving the player the same layout with increasing difficulty.",https://en.wikipedia.org/wiki/Tempest_(video_game),https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Tempest_arcade.png/220px-Tempest_arcade.png,957,159,7,211.06,114.61,"atari, level, player, starting, tempest",unspecified,"Tempest (video game) Tempest is a 1981 arcade video game by Atari, Inc., designed and programmed by Dave Theurer. It takes place on a three-dimensional surface divided into lanes, sometimes as a closed tube, and viewed from one end. The player controls a claw-shaped ""blaster"" that sits on the edge of the surface, snapping from segment to segment as a rotary knob is turned, and can fire blaster shots to destroy enemies and obstacles by pressing a button.
Tempest was one of the first games to use Atari's Color-QuadraScan vector display technology. It was also the first to let players choose their starting level (a system Atari called ""SkillStep""). This feature increases the preferred starting level, which could also be used to let the player continue the previous game if they wished. Tempest was one of the first video games that had a progressive level design where the levels themselves varied rather than giving the player the same layout with increasing difficulty. atari, level, player, starting, tempest",children
The G.G. Shinobi II: The Silent Fury,"The G.G. Shinobi II: The Silent Fury (ザ・GG忍 II) is a 1992 side-scrolling action game developed and published by Sega for the Game Gear. It is the sequel to The G.G. Shinobi, an offshoot of the Shinobi series created for Sega's portable platform. The player controls Joe Musashi as he rendezvous with his ninja allies from the previous game, giving the player access to different characters with unique abilities as the game progresses.
The G.G. Shinobi II: The Silent Fury has received positive reviews, with common praise going towards the games improved level design, mechanics and difficulty compared to its predecessor.",https://en.wikipedia.org/wiki/The_G.G._Shinobi_II:_The_Silent_Fury,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/The_Silent_Fury.PNG/220px-The_Silent_Fury.PNG,623,101,10,150.17,122.87,"game, ii, player, sega, shinobi",unspecified,"The G.G. Shinobi II: The Silent Fury The G.G. Shinobi II: The Silent Fury (ザ・GG忍 II) is a 1992 side-scrolling action game developed and published by Sega for the Game Gear. It is the sequel to The G.G. Shinobi, an offshoot of the Shinobi series created for Sega's portable platform. The player controls Joe Musashi as he rendezvous with his ninja allies from the previous game, giving the player access to different characters with unique abilities as the game progresses.
The G.G. Shinobi II: The Silent Fury has received positive reviews, with common praise going towards the games improved level design, mechanics and difficulty compared to its predecessor. game, ii, player, sega, shinobi",children
